0.00522724	13.4492
0.0126582	13.4502
0.0200927	13.4089
0.0285923	13.3257
0.0317949	13.1153
0.0318235	12.7781
0.0318736	12.1878
0.0319596	11.176
0.0320312	10.3329
0.0321601	8.8152
0.0323104	7.04456
0.0323355	6.74945
0.0418967	6.66634
0.0546354	6.66796
0.0641966	6.58485
0.0748158	6.54403
0.0864965	6.50335
0.0981808	6.42051
0.1088	6.3797
0.114111	6.33821
0.114315	3.9352
0.115388	3.80886
0.120699	3.76737
0.130253	3.76858
0.140872	3.72777
0.150426	3.72897
0.16423	3.68856
0.174849	3.64775
0.184403	3.64895
0.196084	3.60827
0.206703	3.56746
0.221569	3.52718
0.236434	3.4869
0.249177	3.44635
0.264046	3.36392
0.276784	3.36553
0.292711	3.32539
0.303334	3.24241
0.321388	3.16038
0.337315	3.12023
0.348995	3.07955
0.36068	2.99671
0.375545	2.95643
0.38511	2.83117
0.396791	2.79049
0.411652	2.79237
0.423337	2.70953
0.435018	2.66885
0.446702	2.58601
0.459448	2.5033
0.469005	2.46235
0.48069	2.37951
0.49237	2.33883
0.50299	2.29802
0.511489	2.21478
0.525297	2.1322
0.540166	2.04977
0.560342	1.968
0.574153	1.84327
0.592207	1.76124
0.606018	1.63651
0.618764	1.55381
0.618811	1.00575
0.625187	0.922241
0.641114	0.882097
0.655979	0.841819
0.682522	0.803017
0.706941	0.763947
0.727115	0.72434
0.739857	0.683793
0.76003	0.644186
0.78233	0.562689
0.804623	0.565509
0.829046	0.484281
0.857712	0.445748
0.887439	0.407349
0.920354	0.327195
0.942658	0.20354
0.964958	0.122044
0.978762	0.0816309
